label,artist,name,split
Action painting,jackson pollock,jackson-pollock_autumn-rhythm-number-30-1950.jpg,database
Action painting,jackson pollock,jackson-pollock_number-10-1949.jpg,database
Action painting,norman bluhm,norman-bluhm_untitled-1960.jpg,database
Action painting,jackson pollock,jackson-pollock_number-4-1951.jpg,database
Action painting,jackson pollock,jackson-pollock_full-fathom-five(1).jpg,database
Action painting,hans hofmann,hans-hofmann_rope-swinger-1962.jpg,database
Action painting,norman bluhm,norman-bluhm_mathematics-1962.jpg,query
Action painting,franz kline,franz-kline_buttress-1956.jpg,database
Action painting,hans hofmann,hans-hofmann_in-the-vastness-of-sorrowful-thoughts-1963.jpg,database
Action painting,jackson pollock,jackson-pollock_alchemy-1947(2).jpg,database
Action painting,franz kline,franz-kline_number-2.jpg,database
Action painting,norman bluhm,norman-bluhm_untitled-1959.jpg,database
Action painting,franz kline,franz-kline_untitled-1957.jpg,query
Action painting,franz kline,franz-kline_mahoning-1956.jpg,database
Action painting,norman bluhm,norman-bluhm_untitled-1957.jpg,database
Action painting,jackson pollock,jackson-pollock_composition-with-pouring-ii(1).jpg,query
Action painting,franz kline,franz-kline_untitled-1955.jpg,database
Action painting,jackson pollock,jackson-pollock_convergence-1952.jpg,database
Action painting,franz kline,franz-kline_black-and-white-png.jpg,database
Action painting,jackson pollock,jackson-pollock_blue-poles-number-11-1.jpg,database
Action painting,franz kline,franz-kline_mycenae-1958.jpg,database
Action painting,franz kline,franz-kline_figure-eight-1952.jpg,database
Action painting,jackson pollock,jackson-pollock_number-29-1950.jpg,database
Action painting,franz kline,franz-kline_cardinal-1950.jpg,database
Action painting,jackson pollock,jackson-pollock_galaxy-1947.jpg,database
Fauvism,john duncan fergusson,john-duncan-fergusson_bathing-boxes-and-tents-at-st-palais-1910.jpg,database
Fauvism,milton avery,milton-avery_conversation-1956.jpg,database
Fauvism,othon friesz,othon-friesz_figures-in-a-landscape-1908.jpg,database
Fauvism,rufino tamayo,rufino-tamayo_retrato-de-olga-1964.jpg,database
Fauvism,walasse ting,walasse-ting_peacock-ii-1990.jpg,database
Fauvism,georges braque,georges-braque_still-life-with-jugs-and-pipe.jpg,database
Fauvism,walasse ting,walasse-ting_green-lady-with-pink-rose.jpg,database
Fauvism,janos mattis teutsch,janos-mattis-teutsch_lonely-tree-1917.jpg,database
Fauvism,mary fedden,mary-fedden_yellow-butterfly-2008.jpg,database
Fauvism,auguste herbin,auguste-herbin_portrait-de-jeune-fille-1907.jpg,database
Fauvism,ilya mashkov,ilya-mashkov_portrait-of-evguenia-kirkaldi-1910.jpg,database
Fauvism,rufino tamayo,rufino-tamayo_watermelons.jpg,database
Fauvism,william h. johnson,william-h.-johnson_still-life-chair-and-flowers-1945.jpg,database
Fauvism,kees van dongen,kees-van-dongen_qui-tude.jpg,database
Fauvism,max pechstein,max-pechstein_horse-fair-1910.jpg,database
Fauvism,louis valtat,louis-valtat_flowers-and-fruit-1899.jpg,database
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_picture-of-the-carpet-study-for-portrait-of-director-vsevolod-meyerhold-1938.jpg,database
Fauvism,ion pacea,ion-pacea_marina.jpg,database
Fauvism,jean metzinger,jean-metzinger_nu-nude-1906.jpg,database
Fauvism,william h. johnson,william-h.-johnson_art-class-three-men-1939.jpg,query
Fauvism,kazimir malevich,kazimir-malevich_bathers-1911.jpg,database
Fauvism,charles lapicque,charles-lapicque_lion.jpg,database
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_portrait-of-baron-k-rausch-von-traubenberg-1911.jpg,query
Fauvism,maurice de vlaminck,maurice-de-vlaminck_portrait-of-a-woman.jpg,database
Fauvism,maurice de vlaminck,maurice-de-vlaminck_chatou-1.jpg,query
Fauvism,joan miro,joan-miro_self-portrait-1.jpg,database
Fauvism,rufino tamayo,rufino-tamayo_retrato-de-ni-os-pareja-de-ni-os-1966.jpg,database
Fauvism,max pechstein,max-pechstein_ein-fr-hes-damenbild.jpg,query
Fauvism,martiros saryan,martiros-saryan_ararat-a-study-for-armenia-1964.jpg,database
Fauvism,august macke,august-macke_children-at-the-fountain.jpg,database
Fauvism,fikret mualla saygi,fikret-mualla-saygi_sar-elbise.jpg,database
Fauvism,joan miro,joan-miro_portrait-of-hiberto-casany-the-chauffeur.jpg,query
Fauvism,maurice de vlaminck,maurice-de-vlaminck_landscape-with-red-trees-chatou.jpg,query
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_still-life.jpg,database
Fauvism,raoul dufy,raoul-dufy_the-two-models-1930.jpg,database
Fauvism,ilya mashkov,ilya-mashkov_still-life-fruits-1910.jpg,query
Fauvism,milton avery,milton-avery_interlude-1960.jpg,database
Fauvism,fikret mualla saygi,fikret-mualla-saygi_unknown-title-9.jpg,database
Fauvism,louis valtat,louis-valtat_flowers-still-life.jpg,database
Fauvism,kees van dongen,kees-van-dongen_dans-les-folies-berg-res-1914.jpg,database
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_bullfighting-amateur-1910.jpg,database
Fauvism,ilya mashkov,ilya-mashkov_still-life-roses.jpg,database
Fauvism,endre bartos,endre-bartos_transdanubian-village-1981.jpg,database
Fauvism,kees van dongen,kees-van-dongen_the-comode-1910.jpg,database
Fauvism,ding yanyong,ding-yanyong_vase-with-lemons-1972.jpg,database
Fauvism,charles lapicque,charles-lapicque_rome-1958.jpg,database
Fauvism,joan miro,joan-miro_north-south.jpg,query
Fauvism,milton avery,milton-avery_artist-s-wife-1930.jpg,database
Fauvism,walasse ting,walasse-ting_two-parrots(1).jpg,query
Fauvism,ilya mashkov,ilya-mashkov_reclining-nude.jpg,database
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_still-life-oranges-stretcher-and-carpet-1946.jpg,query
Fauvism,georges braque,georges-braque_seated-woman-1907.jpg,query
Fauvism,othon friesz,othon-friesz_sainte-victoire-mountain-1906.jpg,database
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_still-life-tray-and-vegetables-1910.jpg,database
Fauvism,rik wouters,rik-wouters_crazy-violence-1912.jpg,database
Fauvism,andre derain,andre-derain_the-dancer.jpg,database
Fauvism,ilya mashkov,ilya-mashkov_still-life-with-female-figure-1918.jpg,database
Fauvism,charles lapicque,charles-lapicque_untitled-2.jpg,database
Fauvism,charles lapicque,charles-lapicque_untitled-1.jpg,database
Fauvism,georges braque,georges-braque_port-of-la-ciotat-1907.jpg,database
Fauvism,louis valtat,louis-valtat_violet-cliffs-1900.jpg,database
Fauvism,martiros saryan,martiros-saryan_persian-still-life-1913.jpg,query
Fauvism,mary fedden,mary-fedden_still-life-merindol.jpg,database
Fauvism,louis valtat,louis-valtat_woman-in-a-wheelchair-1903.jpg,database
Fauvism,martiros saryan,martiros-saryan_still-life-1913.jpg,database
Fauvism,endre bartos,endre-bartos_nightfall-on-the-danube-coast.jpg,database
Fauvism,charles lapicque,charles-lapicque_campagne-grecque-1964.jpg,database
Fauvism,andre derain,andre-derain_yacht-1905.jpg,query
Fauvism,august macke,august-macke_woman-with-a-yellow-jacket-1913.jpg,query
Fauvism,janos mattis teutsch,janos-mattis-teutsch_landscape-1917.jpg,database
Fauvism,georges braque,georges-braque_yellow-seacoast-1906.jpg,database
Fauvism,kees van dongen,kees-van-dongen_parisian-lady-1910.jpg,database
Fauvism,endre bartos,endre-bartos_circulate-world-2005.jpg,database
Fauvism,piet mondrian,piet-mondrian_white-rose-in-a-glass-1921.jpg,database
Fauvism,albert marquet,albert-marquet_the-port-of-marseliles-1904.jpg,database
Fauvism,henri matisse,henri-matisse_still-life-with-chocolate-pot-1900.jpg,database
Fauvism,louis valtat,louis-valtat_woman-with-guitar-1906.jpg,database
Fauvism,auguste herbin,auguste-herbin_azal-es-1905.jpg,database
Fauvism,viorel marginean,viorel-marginean_peisaj-2009.jpg,database
Fauvism,georges braque,georges-braque_estaque-the-harbour-1906.jpg,database
Fauvism,mary fedden,mary-fedden_the-moon-2009.jpg,database
Fauvism,kees van dongen,kees-van-dongen_the-dancers-revel-and-coco-1910.jpg,database
Fauvism,charles lapicque,charles-lapicque_untitled-1959.jpg,database
Fauvism,kazimir malevich,kazimir-malevich_bathers.jpg,query
Fauvism,mario zanini,mario-zanini_marinha-com-barcos.jpg,database
Fauvism,piet mondrian,piet-mondrian_amaryllis-1910.jpg,database
Fauvism,kazimir malevich,kazimir-malevich_gardener-1911.jpg,query
Fauvism,john duncan fergusson,john-duncan-fergusson_the-red-sail.jpg,database
Fauvism,viorel marginean,viorel-marginean_flori-de-c-mp-1980.jpg,database
Fauvism,ilya mashkov,ilya-mashkov_still-life-apples.jpg,database
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_matador-manuel-gartha-1910-1.jpg,database
Fauvism,othon friesz,othon-friesz_landscape-with-figures-1909.jpg,database
Fauvism,ilya mashkov,ilya-mashkov_portrait-of-v-p-vinogradova-1909.jpg,database
Fauvism,ilya mashkov,ilya-mashkov_still-life-with-cactus-1914.jpg,database
Fauvism,othon friesz,othon-friesz_la-ciotat-1907.jpg,database
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_girl-under-the-umbrella-1929.jpg,database
Fauvism,rik wouters,rik-wouters_self-portrait-with-black-bandage-1915.jpg,database
Fauvism,martiros saryan,martiros-saryan_mules-laden-with-hay-1910.jpg,database
Fauvism,walasse ting,walasse-ting_red-parrot-green-parrot.jpg,database
Fauvism,august macke,august-macke_at-the-garden-table-1914.jpg,query
Fauvism,georges braque,georges-braque_la-ciotat-harbor-1906.jpg,database
Fauvism,august macke,august-macke_children-and-sunny-trees.jpg,database
Fauvism,georges braque,georges-braque_antwerp-harbor-1905.jpg,database
Fauvism,fikret mualla saygi,fikret-mualla-saygi_unknown-title-7.jpg,database
Fauvism,joan miro,joan-miro_ciurana-the-path.jpg,database
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_paris-azaleas-in-a-pot-1908.jpg,database
Fauvism,raoul dufy,raoul-dufy_cubist-landscape-with-haystacks.jpg,query
Fauvism,endre bartos,endre-bartos_the-nightfall-is-approaching-1979.jpg,database
Fauvism,mary fedden,mary-fedden_lunch-in-the-port-1964.jpg,database
Fauvism,janos mattis teutsch,janos-mattis-teutsch_landscape-1918(1).jpg,database
Fauvism,walasse ting,walasse-ting_lady-in-pink-1992.jpg,database
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_walk-of-gravedigger-1910.jpg,database
Fauvism,joan miro,joan-miro_standing-nude.jpg,database
Fauvism,auguste herbin,auguste-herbin_pond-and-small-house-1908.jpg,database
Fauvism,endre bartos,endre-bartos_hungarian-fate-2005.jpg,database
Fauvism,theo van doesburg,theo-van-doesburg_self-portrait-with-hat-1909.jpg,database
Fauvism,rik wouters,rik-wouters_still-life-1912.jpg,database
Fauvism,walasse ting,walasse-ting_i-eat-rose-kiki-de-montparnasse-1996.jpg,query
Fauvism,viorel marginean,viorel-marginean_spring-1986.jpg,database
Fauvism,maurice de vlaminck,maurice-de-vlaminck_man-smoking-a-pipe-1900.jpg,database
Fauvism,georges braque,georges-braque_the-house-behind-the-trees-1906.jpg,database
Fauvism,maurice de vlaminck,maurice-de-vlaminck_the-gardener.jpg,database
Fauvism,jean metzinger,jean-metzinger_les-flamants-1907.jpg,database
Fauvism,piet mondrian,piet-mondrian_church-tower-at-domburg-1911.jpg,database
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_still-life-with-red-gladioli-1915.jpg,database
Fauvism,ilya mashkov,ilya-mashkov_still-life-with-dahlias-1912.jpg,database
Fauvism,maurice de vlaminck,maurice-de-vlaminck_vase-of-flowers.jpg,database
Fauvism,maurice de vlaminck,maurice-de-vlaminck_the-weighing-place-at-longchamps-1905.jpg,database
Fauvism,max pechstein,max-pechstein_badende-in-moritzburg-1910.jpg,query
Fauvism,armand guillaumin,armand-guillaumin_les-rochers-rouges-1894.jpg,database
Fauvism,janos mattis teutsch,janos-mattis-teutsch_landscape-with-mountains-1916.jpg,database
Fauvism,charles lapicque,charles-lapicque_oedipe-1964.jpg,database
Fauvism,auguste herbin,auguste-herbin_pont-sur-la-loue-moutier-1923.jpg,database
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_still-life-flowers-in-pink-1918.jpg,database
Fauvism,alberto magnelli,alberto-magnelli_map-of-the-world-and-lacerba-1914.jpg,database
Fauvism,ilya mashkov,ilya-mashkov_still-life-with-pineapples-1910.jpg,database
Fauvism,georges braque,georges-braque_the-harbor-1906.jpg,database
Fauvism,rik wouters,rik-wouters_woman-ironing-1912.jpg,database
Fauvism,max pechstein,max-pechstein_dawn-1911.jpg,database
Fauvism,max pechstein,max-pechstein_self-portrait-with-pipe-and-hat-1918.jpg,database
Fauvism,henri matisse,henri-matisse_notre-dame-sunrise-1902.jpg,query
Fauvism,ilya mashkov,ilya-mashkov_landscape-with-a-house-1911.jpg,database
Fauvism,joan miro,joan-miro_portrait-of-juanita-obrador.jpg,database
Fauvism,ilya mashkov,ilya-mashkov_still-life-flowers-in-a-vase-with-tray.jpg,database
Fauvism,maurice de vlaminck,maurice-de-vlaminck_the-chatou-bridge-1907.jpg,database
Fauvism,henri matisse,henri-matisse_nude-with-a-white-towel-1903.jpg,database
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_self-portrait-1910.jpg,database
Fauvism,henri matisse,henri-matisse_portrait-of-andre-derain-1905.jpg,database
Fauvism,henri matisse,henri-matisse_marguerite-1906.jpg,database
Fauvism,jean hugo,jean-hugo_la-mort.jpg,database
Fauvism,max pechstein,max-pechstein_the-big-indian-1910.jpg,database
Fauvism,charles lapicque,charles-lapicque_personnages-color-s.jpg,query
Fauvism,rik wouters,rik-wouters_man-with-straw-hat-1913.jpg,database
Fauvism,rik wouters,rik-wouters_h-usliche-sorgen.jpg,database
Fauvism,jean helion,jean-helion_remake-1983.jpg,database
Fauvism,henri matisse,henri-matisse_a-woman-sitting-before-the-window.jpg,database
Fauvism,andre derain,andre-derain_the-bridge-view-on-the-river-1905.jpg,query
Fauvism,janos mattis teutsch,janos-mattis-teutsch_landscape-1918.jpg,database
Fauvism,kees van dongen,kees-van-dongen_the-red-clown-1905.jpg,database
Fauvism,mary fedden,mary-fedden_still-life-on-red-1976.jpg,database
Fauvism,francis picabia,francis-picabia_portrait-of-jeanne-marie-bourgeois-1917.jpg,database
Fauvism,andre derain,andre-derain_the-basin-of-london-1906.jpg,database
Fauvism,albert marquet,albert-marquet_fruit-knife-and-napkin-1898.jpg,database
Fauvism,martiros saryan,martiros-saryan_enchantment-of-the-sun-1905.jpg,database
Fauvism,walasse ting,walasse-ting_three-parrots-1981.jpg,database
Fauvism,william h. johnson,william-h.-johnson_little-sweet-1944(1).jpg,query
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_natasha-at-the-window-1910.jpg,query
Fauvism,fikret mualla saygi,fikret-mualla-saygi_unknown-title-3.jpg,database
Fauvism,ion pacea,ion-pacea_vas-cu-flori.jpg,database
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_portrait-of-sofia-petrovna-konchalovskaya-1912.jpg,query
Fauvism,louis valtat,louis-valtat_italian-landscape-cypresses-1902.jpg,database
Fauvism,ilya mashkov,ilya-mashkov_still-life-with-peacocks-1909.jpg,database
Fauvism,fikret mualla saygi,fikret-mualla-saygi_unknown-title-4.jpg,database
Fauvism,martiros saryan,martiros-saryan_fellah-village-1911-3.jpg,database
Fauvism,raoul dufy,raoul-dufy_seated-nude.jpg,database
Fauvism,charles lapicque,charles-lapicque_olympische-spiele-munchen-1972.jpg,database
Fauvism,auguste herbin,auguste-herbin_landscape-1907.jpg,database
Fauvism,georges braque,georges-braque_ciotat-1907.jpg,database
Fauvism,othon friesz,othon-friesz_the-pont-de-grenelle-paris-1901.jpg,database
Fauvism,charles lapicque,charles-lapicque_montagne-en-haute-provence-1976.jpg,database
Fauvism,andre derain,andre-derain_westminster-1905.jpg,database
Fauvism,andre derain,andre-derain_effect-of-sun-on-the-water-london-1906.jpg,database
Fauvism,maurice de vlaminck,maurice-de-vlaminck_the-river-seine-at-chatou-1906.jpg,database
Fauvism,mary fedden,mary-fedden_melon-and-grapes-2009.jpg,database
Fauvism,adam baltatu,adam-baltatu_house-on-siret-valley.jpg,database
Fauvism,william h. johnson,william-h.-johnson_seated-woman-in-pink-blouse-1939(1).jpg,database
Fauvism,charles lapicque,charles-lapicque_man-uvres-de-nuit-1958.jpg,query
Fauvism,auguste herbin,auguste-herbin_le-massif-du-canigou-1923.jpg,database
Fauvism,mary fedden,mary-fedden_still-life-with-pineapple-and-butterfly-2008.jpg,database
Fauvism,walasse ting,walasse-ting_pink-and-orange-lady-with-flowers.jpg,database
Fauvism,piet mondrian,piet-mondrian_the-red-mill-1911.jpg,database
Fauvism,mary fedden,mary-fedden_the-moon-2008.jpg,database
Fauvism,raoul dufy,raoul-dufy_boats-at-martigues-1908.jpg,database
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_portrait-of-the-painter-g-b-yakulov-1910.jpg,database
Fauvism,othon friesz,othon-friesz_the-cottage-1901.jpg,database
Fauvism,marcel duchamp,marcel-duchamp_chauvel-1910.jpg,database
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_pine-tree-1920.jpg,database
Fauvism,maurice de vlaminck,maurice-de-vlaminck_still-life.jpg,database
Fauvism,walasse ting,walasse-ting_ladies-with-parrots.jpg,database
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_portrait-of-s-p-konchalovsky-with-her-daughter-1916.jpg,database
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_lilacs-in-braids-1952.jpg,database
Fauvism,janos mattis teutsch,janos-mattis-teutsch_a-landscape-of-brasov-1915.jpg,database
Fauvism,endre bartos,endre-bartos_naked-women-s-dance-1973.jpg,database
Fauvism,ion pacea,ion-pacea_still-life-with-pomegranates.jpg,database
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_matador-manuel-gartha-1910.jpg,database
Fauvism,august macke,august-macke_donkey-rider.jpg,database
Fauvism,bela czobel,bela-czobel_boy-holding-a-ball-1916.jpg,database
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_nude-1916.jpg,query
Fauvism,corneille,corneille_two-birds-2002.jpg,database
Fauvism,janos mattis teutsch,janos-mattis-teutsch_landscape-with-hills-and-trees-1916.jpg,database
Fauvism,jan sluyters,jan-sluyters_still-life-with-fruit.jpg,database
Fauvism,joan miro,joan-miro_the-farmer.jpg,database
Fauvism,marcel duchamp,marcel-duchamp_the-bush.jpg,database
Fauvism,marcel duchamp,marcel-duchamp_young-girl-and-man-in-spring-1911.jpg,database
Fauvism,janos mattis teutsch,janos-mattis-teutsch_green-and-yellow-landscape-1910.jpg,query
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_portrait-of-director-vsevolod-emilievich-meyerhold-1938.jpg,query
Fauvism,sa nogueira,sa-nogueira_n-feminino-1949.jpg,database
Fauvism,louis valtat,louis-valtat_an-abandoned-farm-1912.jpg,query
Fauvism,piet mondrian,piet-mondrian_trees-by-the-gein-at-moonrise-1908.jpg,database
Fauvism,konstantinos parthenis,konstantinos-parthenis_pine-tree.jpg,database
Fauvism,mary fedden,mary-fedden_feather-and-two-stones-2008.jpg,database
Fauvism,charles lapicque,charles-lapicque_avant-l-orage.jpg,database
Fauvism,walasse ting,walasse-ting_women-with-flowers-1988.jpg,query
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_bakhchisaray-1930-1.jpg,database
Fauvism,walasse ting,walasse-ting_woman-with-parrots-and-a-cat.jpg,database
Fauvism,mary fedden,mary-fedden_three-cherries-2000.jpg,database
Fauvism,viorel marginean,viorel-marginean_peacock-4.jpg,database
Fauvism,ilya mashkov,ilya-mashkov_two-nudes-1908.jpg,database
Fauvism,john duncan fergusson,john-duncan-fergusson_gloxinias-and-fuschias-1938.jpg,database
Fauvism,milton avery,milton-avery_oregon-coast-1947.jpg,database
Fauvism,aldemir martins,aldemir-martins_vase-with-flowers-and-fruit-2001-1.jpg,database
Fauvism,walasse ting,walasse-ting_women-with-fruit-1988.jpg,database
Fauvism,walasse ting,walasse-ting_three-women-birds-and-fruit-1980.jpg,database
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_scheherazade-1917.jpg,database
Fauvism,marcel duchamp,marcel-duchamp_nude-with-black-stockings-1910.jpg,database
Fauvism,john duncan fergusson,john-duncan-fergusson_alpes-maritimes-1914.jpg,database
Fauvism,ilya mashkov,ilya-mashkov_landscape-with-towers-1911.jpg,query
Fauvism,raoul dufy,raoul-dufy_acrobats-1922.jpg,database
Fauvism,armand guillaumin,armand-guillaumin_echo-rock-1905.jpg,database
Fauvism,endre bartos,endre-bartos_snake-woman-2005.jpg,query
Fauvism,endre bartos,endre-bartos_hungarian-gipsies-1972.jpg,query
Fauvism,walasse ting,walasse-ting_women-in-robe-1988.jpg,query
Fauvism,mary fedden,mary-fedden_the-checked-mug-1986.jpg,query
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_the-woman-on-the-bank-of-the-river-1922.jpg,database
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_self-portrait-in-gray-1911.jpg,database
Fauvism,janos mattis teutsch,janos-mattis-teutsch_yellow-landscape-1916.jpg,database
Fauvism,charles lapicque,charles-lapicque_l-orage-sur-br-h-t-1956.jpg,database
Fauvism,rik wouters,rik-wouters_dining-table-1908.jpg,query
Fauvism,ilya mashkov,ilya-mashkov_still-life-with-wreaths-apples-and-plums-1914.jpg,database
Fauvism,ilya mashkov,ilya-mashkov_oval-still-life-with-white-vase-and-fruits-1911.jpg,database
Fauvism,aldemir martins,aldemir-martins_cesta-com-frutas-1998.jpg,database
Fauvism,armand guillaumin,armand-guillaumin_paysage-de-la-creuse-printemps.jpg,database
Fauvism,charles lapicque,charles-lapicque_en-fuite.jpg,database
Fauvism,mary fedden,mary-fedden_red-jug-1968.jpg,database
Fauvism,maurice de vlaminck,maurice-de-vlaminck_potatoe-pickers-1907.jpg,database
Fauvism,viorel marginean,viorel-marginean_unknown-title-7.jpg,database
Fauvism,milton avery,milton-avery_sketching-by-the-sea-1944.jpg,database
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_spanish-boy-1910.jpg,database
Fauvism,pyotr konchalovsky,pyotr-konchalovsky_the-model-on-the-carpet-1919.jpg,query
Fauvism,joan miro,joan-miro_portrait-of-e-c-ricart.jpg,database
Fauvism,rik wouters,rik-wouters_self-portrait-with-cigar-1914.jpg,query
Fauvism,armand guillaumin,armand-guillaumin_rochers-sur-la-c-te-agay-1907.jpg,database
Fauvism,endre bartos,endre-bartos_cubist-city-2004.jpg,database
Fauvism,wu guanzhong,wu-guanzhong_a-dream-of-shen-garden-1998.jpg,database
Fauvism,raoul dufy,raoul-dufy_homage-to-claude-debussy-1952.jpg,database
Fauvism,jan sluyters,jan-sluyters_landscape.jpg,database
Fauvism,fikret mualla saygi,fikret-mualla-saygi_unknown-title-10.jpg,database
